recency_days,frequency_180d,monetary_180d,return_rate_180d,avg_discount_pct_180d,avg_rating_180d,category_diversity_180d,ticket_count_90d,negative_ticket_rate_90d,avg_resolution_hours_90d,days_since_signup,sessions_30d,product_views_30d,cart_adds_30d,wishlist_adds_30d,abandoned_carts_30d,email_opens_30d,campaign_clicks_30d,last_visit_days_ago,city_tier_Tier 1,city_tier_Tier 2,city_tier_Tier 3,age_group_18-24,age_group_25-34,age_group_35-44,age_group_45+,acquisition_channel_Google Search,acquisition_channel_Influencer,acquisition_channel_Instagram,acquisition_channel_Marketplace,acquisition_channel_Organic,acquisition_channel_Referral,loyalty_tier_Gold,loyalty_tier_None,loyalty_tier_Platinum,loyalty_tier_Silver,preferred_category_Baby Care,preferred_category_Fragrance,preferred_category_Hair Care,preferred_category_Makeup,preferred_category_Skin Care,preferred_category_Wellness,marketing_consent_No,marketing_consent_Yes
0.2434966577546652,-0.4859529608867354,-0.7797845653070898,-0.2947230819905311,-0.09765121642406596,-0.9424183851713498,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,1.0877595796515172,-1.026440030026818,-0.970906492899404,-0.9550445460638692,-0.8529768110471049,-0.7884460069563282,-0.2325153615245881,-0.687499742347831,0.13659117510396435,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.586189287510039,-0.4859529608867354,-0.5653033854909515,-0.2947230819905311,-0.09765121642406596,0.15680467900421022,-0.4021224796294453,1.687380132185271,-0.3988476695471417,-0.33205373944741956,-1.153890417732604,0.5620730973023006,0.387128443325401,1.4541773161235265,1.1702818430220745,2.675371026994185,-0.953855657241802,-0.687499742347831,-1.1229048258546825,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0360324860672185,-0.4859529608867354,-0.49752076862323164,-0.2947230819905311,1.612998123585596,-2.0416414493469097,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-0.6810858277136206,-1.026440030026818,-1.0212040831299525,-0.9550445460638692,-0.8529768110471049,-0.7884460069563282,-0.953855657241802,-0.687499742347831,0.5144399753915584,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5406975933718726,-0.4859529608867354,0.4399782665872183,-0.2947230819905311,-0.5965906072602175,-2.0416414493469097,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-0.8924572914868131,-1.026440030026818,-0.8703113124383074,-0.9550445460638692,-0.8529768110471049,-0.7884460069563282,-0.953855657241802,-0.687499742347831,-0.24125762518362973,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6109560321448063,1.2121799337791468,0.6147508997575962,-0.2947230819905311,1.684275179419332,-3.14086451352247,0.7204423746511388,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,0.4258331536249405,2.8313775649153268,3.6061742180804948,1.4541773161235265,0.15865251598748487,0.36615967102717617,0.12815478633401886,0.349149083810155,-0.5561316254232914,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.044374063253234,-0.4859529608867354,-0.42937457436726795,-0.2947230819905311,-0.45403649559274567,1.2560277431797702,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-1.4486979856267934,1.2428644375862086,1.896056150241851,0.8518718505766775,1.1702818430220745,1.5207653490106805,2.652845821344268,2.422446736126127,-0.3672072252794944,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6976396383664918,-0.4859529608867354,-0.765909666058435,-0.2947230819905311,1.755552235253068,0.15680467900421022,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-1.5988829730445882,1.2428644375862086,1.6948657893196577,0.8518718505766775,2.1819111700566642,1.5207653490106805,-0.953855657241802,-0.687499742347831,-0.7450560255670885,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.9700738293489319,-0.4859529608867354,-0.5104719847774293,-0.2947230819905311,1.4704440119181243,0.15680467900421022,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-1.6711942632827856,1.6967253311088137,2.399032052547334,0.8518718505766775,2.1819111700566642,1.5207653490106805,1.2101652299098398,-0.687499742347831,-0.8080308256150208,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0691408078880011,-0.4859529608867354,-0.6369576102226729,-0.2947230819905311,-0.7391447189276893,0.15680467900421022,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-0.21384364463603697,1.0159339908249059,0.538021214017046,0.24956638502982859,0.15865251598748487,-0.7884460069563282,-0.953855657241802,-0.687499742347831,-1.1229048258546825,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.46235556433620256,-0.4859529608867354,-0.1743299497222013,-0.2947230819905311,0.47256523024582137,1.2560277431797702,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,0.025339853844154592,-0.5725791365042127,-0.36733541013282406,-0.3527390805170203,0.15865251598748487,-0.7884460069563282,-0.953855657241802,-0.687499742347831,-0.8080308256150208,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.3261384688449825,1.2121799337791468,0.5877675617003681,-0.2947230819905311,-0.09765121642406596,1.2560277431797702,0.7204423746511388,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-0.3417790042882325,-0.34564868974291,-0.06554986874953404,-0.3527390805170203,-0.8529768110471049,-0.7884460069563282,-0.2325153615245881,-0.687499742347831,0.19956597515189667,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.4499721920188189,0.36311348644620567,0.22217575819739363,-0.2947230819905311,-0.7035061910108215,1.2560277431797702,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,1.00988588247192,1.2428644375862086,1.6948657893196577,0.8518718505766775,1.1702818430220745,1.5207653490106805,-0.953855657241802,-0.687499742347831,-0.0523332250398327,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6481061490969572,0.36311348644620567,0.36048256196850953,-0.2947230819905311,0.29437259066148136,1.2560277431797702,0.7204423746511388,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-0.05253384333544266,0.1082122037796953,-0.015252278518985708,0.24956638502982859,-0.8529768110471049,0.36615967102717617,-0.953855657241802,-0.687499742347831,-0.4301820253274268,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.4601203025663376,-1.3350194082196765,-1.1362181491926804,-0.2947230819905311,-1.7370235005999923,-0.39280685308356983,-1.5246873339100295,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,0.9709490338821213,-0.34564868974291,-0.015252278518985708,-0.3527390805170203,0.15865251598748487,-0.7884460069563282,2.292175673485661,3.459095562284113,1.8369107763981376,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.9700738293489319,0.36311348644620567,0.43495696806309475,-0.2947230819905311,-0.9886144143457652,0.15680467900421022,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-0.8312708151314152,-0.11871824298160735,0.1859380824032076,0.24956638502982859,-0.8529768110471049,0.36615967102717617,0.12815478633401886,0.349149083810155,-1.1229048258546825,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3.4755568325917965,-1.3350194082196765,-1.1362181491926804,-0.2947230819905311,-1.7370235005999923,-0.39280685308356983,-1.5246873339100295,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,1.1934453115381134,-1.2533704767881206,-1.1720968538215975,-0.9550445460638692,-0.8529768110471049,-0.7884460069563282,-0.953855657241802,-0.687499742347831,2.655583177021258,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.12800451176684416,0.36311348644620567,-0.09530591306661955,-0.2947230819905311,1.3635284281675204,0.15680467900421022,0.7204423746511388,1.687380132185271,2.550699003813385,1.338011247464701,-0.8646452567798141,-0.5725791365042127,-0.4679305905939207,-0.3527390805170203,0.15865251598748487,-0.7884460069563282,-0.2325153615245881,-0.687499742347831,0.010641575008099645,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.722406383001259,-0.4859529608867354,-0.6900399089062657,-0.2947230819905311,0.47256523024582137,1.2560277431797702,-0.4021224796294453,-0.4740675093389308,-0.3988476695471417,-0.41949169687737353,-1.3652618815057964,1.0159339908249059,0.48772362378649764,2.0564827816703755,0.15865251598748487,1.5207653490106805,0.4888249341926258,0.349149083810155,-1.1229048258546825,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
